title,author,abstract
Modeling Maize Root-Associated Bacterial Interactions,"Phillip, Henry; Beck, Ashley","A commonly unknown contributor toward plant growth is the microbial community that exists within the soil. The microbial community is composed of bacteria, fungi, protozoa, and archaea. The interaction between members of the microbial community and the associated plant is not clearly understood. In this study, seven key bacteria associated with the maize plant root were used to begin understanding and predicting potential interactions using KBase, a biological computation modeling program. Individual models of the metabolism of each bacterial species were created using their sequenced genome along with a designed nutrient medium, followed by the creation of two and three member community models. Each model was analyzed using flux balance analysis (FBA), a linear programming algorithm that optimizes the bacterial metabolic process for a specific objective such as biomass optimization. FBA simulations developed a complex nutrient exchange (amino acids, carbon sources, and vitamins) prediction that was used to create maps to simplify the interpretation of bacterial interactions. Collaborators at North Carolina State University use the models to improve the design of experimental trials and increase the rate of discovery. Improved understanding of the interaction between the microbial community and the plant can benefit agricultural production efficiency. "
Heparin Treatment for Pregnant Women with Protein S Deficiency: A Systematic Review,"Cook, Breanna; Schafer, Gerald","Objective: To evaluate the effectiveness of heparin for decreasing adverse pregnancy outcomes in women diagnosed with thrombophilia disorders, with an emphasis on protein S deficiency. Methods: Literature was gathered using PubMed and CINAHL databases on the effectiveness of heparin on protein S deficiency during pregnancy. Results: Most studies supported heparin as an effective intervention for preventing adverse pregnancy outcomes. One study showed no significant difference when heparin was compared to aspirin as an intervention. Conclusion: Heparin is promising as an intervention for PS deficiency and other thrombophilia in pregnant women. Heparin and other interventions should be researched further as treatment options to protect the mother and fetus in a hypercoagulable state. "
Set: A Board Game Presentation,"Grende, Rakiah; Fasteen, Jodi","Set is a logic card game consisting of 81 unique cards where the players build sets based on colors, shapes, and other attributes. The original game has 1080 possible sets that can be built. Several questions were asked about how to alter the way the game is played to make it harder. Some questions include: how many sets were possible if another attribute was appended to the game, if another kind of color, shape, fill, or number was added, or if the game was played with more than one deck? One of the most interesting questions: is there an efficient algorithm that can be used to find a set? This project explored various sub-topics of statistics and discrete math. "
Treatments for Post-Concussion Syndrome: A Systematic Review,"Conway, Sarah; Schafer, Gerald","Objective: To review current literature regarding interventions for post-concussive symptoms after experiencing mild traumatic brain injury (mTBI). Methods: Literature gathered through CINAHL and PubMed was assessed for the effectiveness of treatments for post-concussive symptoms. Results: Most of the literature provided evidence that the treatments under evaluation were effective in reducing post-concussive symptoms. Two repetitive transcranial magnetic stimulation studies showed increased speed of recovery as well as symptom relief. Hyperbaric oxygen was the only treatment that did not have sufficient evidence of symptom relief. Conclusions: Post-concussive symptoms from mTBI can be treated in multiple ways. The most researched and supported new treatment is rTMS. However, all treatments in this review should be further researched to provide better information on efficacy. "
"Anxiety, Workload, and Social Support in College Students","Ehl, Megan; Raffa, Luke; Nelson, Alyssa; Low, Ellie; Roghi, Katie; Honzel, Nikki","Previous studies have indicated that college students with higher levels of perceived social support also reported lower levels of anxiety (Li et al., 2021; Zhou et al., 2013). Additionally, research supports that high levels of perceived workload was associated with an individual’s perception of anxiety (Kiziela et al., 2019 & Mboya et al., 2020). The purpose of this study was to evaluate the relationship between anxiety, workload, and social support in college students. The participants consisted of students from the General Psychology course at Carroll College. The participants were asked to complete the Participant Demographic Questionnaire (PDQ), the Anxiety Sensitivity Index-3 (ASI-3), the Subjective Workload Questionnaire (SWQ), and the Interpersonal Support Evaluation List (shortened version; ISEL-sv). The results of our study reflected that anxiety was a significant negative correlation with social support (r = -0.521, p=0.009). Additionally, we found a significant positive correlation between social support and the number of credits the participant was enrolled in. These results support previous research that when students feel socially supported they also feel less anxious (Li et al., 2021; Özmete & Pak, 2020; Zhou et al., 2013). Previous studies have indicated that college students with higher levels of perceived social support also reported lower levels of anxiety (Li et al., 2021; Zhou et al., 2013). Additionally, research supports that high levels of perceived workload was associated with an individual’s perception of anxiety (Kiziela et al., 2019 & Mboya et al., 2020). The purpose of this study was to evaluate the relationship between anxiety, workload, and social support in college students. The participants consisted of students from the General Psychology course at Carroll College. The participants were asked to complete the Participant Demographic Questionnaire (PDQ), the Anxiety Sensitivity Index-3 (ASI-3), the Subjective Workload Questionnaire (SWQ), and the Interpersonal Support Evaluation List (shortened version; ISEL-sv). The results of our study reflected that anxiety was a significant negative correlation with social support (r = -0.521, p=0.009). Additionally, we found a significant positive correlation between social support and the number of credits the participant was enrolled in. These results support previous research that when students feel socially supported they also feel less anxious (Li et al., 2021; Özmete & Pak, 2020; Zhou et al., 2013). "
Preventative Care Visits of Adolescents and Health Behaviors,"Larson, Elizabeth; Kukulski, Melissa","The adolescent population has increased rates of health issues, which can be carried into adulthood. Health issues that are often preventable include diabetes, high blood pressure, being overweight or underweight, and high cholesterol. Health behaviors provide information about the patient’s lifestyle, such as social behaviors, tobacco and alcohol use, sexual health, diet, physical activity, emotional health, and academic functioning. If the number of young people developing health issues is growing, these health issues will impact our families, communities, and the workforce. Consequently, the population of 10- to 18-year-old patients in the U.S. have decreased rates of preventative care visits compared to younger children, with 19% - 46% not having an annual preventative visit (Child Health, 2020; Rand, 2018). The purpose of this Evidence-Based Practice review is to determine if preventative care affects adolescent health behaviors compared to those that do not attend preventative visits. Thus, the goal of this study is to assess if health behaviors are addressed at preventative care visits, which in turn can affect health outcomes and decrease the numbers of preventable health conditions. The findings of this brief may provide information of how to improve the care that adolescents receive and increase preventative services provided to this population. Nurses and other healthcare providers can benefit from this research when it comes to engaging adolescent patients with their healthcare and providing education on the benefits of preventative care. Health outcomes may be improved by preventative screenings, continued management of health issues, and teaching positive health behaviors. "
A Review on the Efficacy of Ketamine Compared to Electroconvulsive Therapy in Patients with Severe Depression,"Pattee-Scariano, Caitlin; Kukulski, Melissa","Severe depression, often referred to as major depressive disorder (MDD), is a ubiquitous disease that affects every aspect of life including psychosocial and physical health. It is chronic and characterized by anhedonia, altered sleep patterns, anxiety, a sense of worthlessness and hebetude. Current treatment options for MDD have proven to be only partially effective, and in many cases not effective at all. A more recent treatment option to combat severe depression has been the focus of many studies in the recent years, N-methyl-D-aspartate (NMDA) receptor antagonist, Ketamine. Ketamine is a Schedule III non-narcotic that has commonly been used as a general anesthetic; playing an important role in procedural sedation. The past decade, Ketamine has been the center of attention in depression research and considered a likely adversary to the gold standard treatment, electroconvulsive therapy (ECT). ECT is commonly used in patients with severe depression that have not responded to other treatment; it involves electrical stimulation of the brain while the patient is under anesthesia. The purpose of this evidenced-based practice review is to compare the effects of Ketamine and ECT on patients suffering with severe depression, and to glean out the more effective treatment modality. Nurses and other health care providers can use this information to better understand the treatment options for severely depressive patients as well as assist in choosing the effective, safer treatment option for each individual. "
Lowering Rates of Anxiety with SSRI's Compared to CBT,"Sullivan, Amy; Kulkuski, Melissa","Anxiety disorders are the most common of all psychiatric conditions affecting an estimated 19.1% of adults and 7% of children in the United States (National Alliance on Mental Illness, 2017). These disorders are treatable with medical intervention, however, only 36.9% of psychiatric patients seek treatment for their anxiety (Anxiety and Depression Association of America, 2021). Patients who seek treatment are usually treated with either cognitive behavioral therapy (CBT) or selective serotonin reuptake inhibitors (SSRI). CBT is a form of psychological treatment that involves efforts to change thinking and behavioral patterns by the psychologist and patient working collaboratively (American Psychological Association, 2022). SSRIs are a medication taken orally that work in the brain by blocking the reabsorption of serotonin by neurons, this action allows for more serotonin to be available for us by patients (Mayo Clinic, 2019). Serotonin is a key neurotransmitter in the brain that plays an important role in regulating anxiety, happiness, and mood. The purpose of this Evidence-Based Practice review is to determine which treatment option, CBT or SSRI’s, are more effective in reducing rates and symptomatology of anxiety for psychiatric patients. Results from this study will provide nurses and other healthcare providers better direction on which treatment option to offer to patients struggling with anxiety disorders. "
Dry Needling for Treatment of Osteoarthritis: A Systematic Review,"Shelton, Grace; Schafer, Gerald","Objective: To review current literature about the effectiveness of dry needling interventions on osteoarthritis. Methods: Literature was gathered through PubMed, CINHAL, and Google Scholar and assessed for the effectiveness of dry needling interventions on osteoarthritis. Results: The majority of literature supported the stance that dry needling interventions have a favorable effect for decreasing pain, increased mobility, and increase range of motion for patients with osteoarthritis. When different methods were directly compared, these studies didn’t identify a preferred method for best improving pain and mobility in patients with osteoarthritis. Conclusions: Dry needling interventions show promising results for patients with osteoarthritis. These interventions should be researched further to find how they can decrease pain and increase mobility in patients with osteoarthritis. The findings of this systematic review can guide clinical practice to relieving osteoarthritis with dry needling. Keywords: Osteoarthritis; dry needling; range of motion; pain; mobility. "
Effects of Kinesiotape on Athletes: A Systematic Review,"Warfle, Callie; Schafer, Gerald","Objective: To review relevant literature on the effects of the application of Kinesiotape on athletes. Methods: Studies were obtained through PubMed and CINAHL databases. They were assessed for relevancy to Kinesiotape application on the site of athletic injuries. Results: The literature reviewed showed Kinesiotape was associated with increased flexibly of the shoulder and hamstring, and improved ankle mobility. Much of the literature showed a decrease on pain when Kinesiotape was applied .The application of Kinesiotape was also correlated with negative performance effects including, decreased vertical jump height and decreased quadricep movement Conclusions: The application of Kinesiotape can reduce athletes’ pain levels. Kinesiotape should be used to treat injuries that result in pain. Further research should be conducted to determine the specifics of what sports and injuries benefit most from Kinesiotape. "
The Use of Ketamine Infusions for Chronic Pain,"Mihalic, Emily; Kukulski, Melissa","Chronic pain is an ongoing problem in the United States that affects millions of Americans. In 2016, the Center for Disease Control and Prevention estimated that 50 million Americans suffer from chronic pain (Dahlhammer, 2018). Often a diagnosis of chronic pain means a lifetime of costly treatments and time spent trying to find a cure, or even just some relief. One emerging treatment for chronic pain has been the use of Ketamine intravenous (IV) infusions to relieve pain without resorting to further surgeries or opiate usage. While Ketamine infusions have shown great potential for relieving chronic pain, it is still a relatively new procedure, and many questions remain about the efficacy of its use. The purpose of this Evidence-Based Practice review is to examine the question of: in patients with chronic pain, do Ketamine infusions compared to no Ketamine infusions provide better pain relief? Nurses or other healthcare providers can use this information to aid any patients they might have with intractable chronic pain by providing them with a new treatment option. This avant garde usage of Ketamine could help someone get the pain relief they may be desperate for. "
Effects of Tartrazine on Drosophila melanogaster Anxiety and Depression Behaviors,"Unterseher, Chloe; Tupper, Francie; Otto-Hitt, Stefanie","Tartrazine is a yellow-tinged chemical that is used to dye food, fabric, drugs, and cosmetics yellow in the United States. Previous research has found a connection between tartrazine-rich diets and anxiety and depressive behaviors in both mice and children (El-Nabarawy et al., 2015; Kemel & El-Lethey, 2011; Rowe & Rowe, 1994). The goal of this study was to examine the effects of a tartrazine-rich larval diet on anxiety and depressive behaviors in the common fruit fly, Drosophila melanogaster. We hypothesized that a tartrazine-rich diet would produce more anxiety and depression-related behaviors in adult Drosophila when compared to control flies not exposed to tartrazine. To test our hypothesis, an experimental group of flies was given a 3% tartrazine solution in their feeding media while the control group was given distilled water. After one to two generations, RING assays and wall-following assays were used to measure depression and anxiety behaviors, respectively. The results of the RING assay showed that the control and tartrazine-exposed flies climbed at the same rate, indicating that tartrazine did not affect depressive behaviors. Similarly, the control and tartrazine-treated groups spent the same amount of time within the outer zone during the wall following assay, suggesting that both groups were equally as anxious. Taken together, these findings suggest that tartrazine does not affect anxiety and depression-related behaviors in the common fruit fly. "
Night Shift Nursing and Breast Cancer Risk,"Bennett, Courtney; Kukulski, Melissa","Night shift work was first highlighted as a carcinogen in humans by the International Agency of Research on Cancer (IARC) in 2007 (IARC Working Group, 2020). Breast cancer, the most common cancer diagnosed in women worldwide, was explicitly associated with night shift work. More than 23 million Americans are engaged in shift work, 14.2% of whom work in the healthcare industry (U.S. Bureau of Labor Statistics, 2019). Female nurses make up the most significant percentage of the healthcare industry (National Council of State Boards of Nursing, 2020). To provide care to patients 24 hours a day, these nurses are frequently engaged in night shift work. The purpose of this evidence-based practice review is to investigate the impact of night shift work on female nurses’ risk of developing breast cancer. Understanding elements of night shift work that contribute to the increased risk of breast cancer in nurses can guide healthcare organizations in making decisions to reduce the risk of occupational exposure to cancer. "
Treatment During the Golden Hour and Its Effect on Patient Mortality,"Vesely, Cuyler; Kukulski, Melissa","Every year, millions of people are affected by traumatic injuries. The golden hour has been a point of education for emergency medical crews as well as emergency departments across the world in order to implement safe, effective, and suitable care for each individual. Research has been conducted to see if treatment within the ‘golden hour’ affects patient mortality rates. Specifically, the studies have examined how the timing of each intervention changes the patient’s outcomes. To test the hypothesis that treatment within the golden hour affects patient outcomes (mortality), studies have been retrospectively conducted to see when treatment happened and what eventually happened to the patient. Data was submitted to trauma committees which has since been pulled to find the correlation between treatment and outcome. The results did not necessarily state that the golden hour was supported, but they did state that a delay in treatment did negatively affect patient outcomes. Due to the findings of these studies, swift management should be initiated by emergency medical crews and emergency departments quickly to prevent potential negative outcomes. "
Childhood Obesity and Motivational Interviewing,"Manneh, Mariama; Kulkuski, Melissa","Childhood obesity is a public health problem that is increasing at an alarming rate. According to the World Health Organization (WHO) by 2056, the number of school-age children and adolescents aged 5-19 with obesity would rise from 11 million to 124 million (WHO, 2021). Today 1 in 5 children in America suffer from obesity with 1 in 4 adults being too heavy to be eligible to enlist in the military (WHO, 2021). The aim of this research is focused on exploring the use of Motivational Interviewing (MI) as a tool to help reduce obesity amongst the adolescent population aged 12-19 years. MI is defined as an effective nonjudgmental, patient-centered counseling approach to losing weight that can be delivered by a non-mental health provider. Decreasing the trend of childhood obesity in adolescents’ results in better physical health and broader benefits for society. Obesity in children can cause impaired physical and mental challenges. It increases a child’s risk for cardiovascular diseases, hypertension, type 2 diabetes as well as lower self-esteem and being at a greater risk for bullying. Through the utilization of MI, nurses can empower patients by helping them manage their own care to build a healthier future and decrease childhood obesity. "
Spinal Cord Stimulators and Opioid Use in Chronic Pain Patients,"Plancich, Paige; Kukulski, Melissa","Chronic pain affects approximately 55 million people in the United States (Nadeau, 2021). The treatment of chronic pain can include varying modalities such as chronic opioid therapy (COT), spinal cord stimulation (SCS), physical therapy, and surgery. Between 2019 and 2020, there was a 33% increase in opioid related deaths in adults aged 35-49 and 49% in young adults aged 15-24 (Mann, 2021). Patients that qualify for an SCS implant have diagnoses including complex regional pain syndrome (CRPS), failed back surgery syndrome (FBSS), lumbar or thoracic radiculopathy or chronic pain in the low back and legs. It has been suggested by research that patients experience a decrease in pain by using opioids in conjunction with or without an SCS. Though chronic pain cannot always be cured, it is important to understand the treatment options available to patients and how they may be impacted by these methods. The aim of this evidence-based practice brief is to examine the effects of opioids and SCS on pain in patients that qualify for a SCS. Nurses or other healthcare providers will be able to use this information to better understand treatment options and help patients live a higher quality of life. "
Low Birth Weight and Maternal Education,"Eaton, Tess; Kukulski, Melissa","Low infant birth weight (LBW) is a significant indicator of infant mortality, and health risk later in the child’s life. LBW is defined as infants born with a weight of less than 2,500 grams (WHO, 2022). LBW affects societies all over the world from families losing their babies, to the impact of disease on healthcare and society as a whole. ""Epidemiological observations depicted that infants born with low birth weight (LBW) [are] approximately 20 times more likely to die than heavier babies, due to a wide range of poor health outcomes"" (Shome et al., 2018, p.1).One contributing factor being studied is maternal education level. Socioeconomic status and education level are well known to be associated with poor health outcomes. Education levels of mothers, in most of the studies, are defined as primary, secondary, or higher education. The Purpose of this Evidence-Based Practice Brief is to compare low maternal education levels versus high maternal education levels (independent variables) in predicting the incidences of low birth weight (dependent variable) in infants. LBW has mortal and life-long consequences and understanding the factors that contribute to it help pave the way in preventing LBW, and help nurses understand how best to serve their patients "
The Effects of Implementing TeamSTEPPS in Emergency Departments,"Wilkerson, Abigail; Kukulski, Melissa","Medical errors are currently the third leading cause of death in Americans (McMains, 2016). It has been shown that the greatest number of medical errors happen in fast-paced settings such as the emergency department (ED) with the greatest cause of medical errors being poor communication and teamwork. The Agency for Healthcare Research and Quality (AHRQ) set out to amend those flaws and improve the healthcare system. Thus, the Team Strategies and Tools to Enhance Performance and Patient Safety (TeamSTEPPS) program was created. TeamSTEPPS is a systematic, evidence-based program that delivers structure, safety specific dialect, and communication strategies to individuals and teams in an attempt to create a culture of safety to its users (AHRQ, n.d. para 3).The purpose of this Evidence Based Practice Review is to explore if implementing a TeamSTEPPS program in an emergency department improves communication and teamwork among healthcare staff. Communication is essential in the healthcare field with nurses being the central hub of patient care. By learning and utilizing evidence-based communication strategies and integrating them into practice at the workplace, nurses can ignite the change they wish to see and to reduce harm to patients, save lives, and do their part to create a safety of culture in healthcare. "
Skin-to-Skin Contact and Breastfeeding,"Eckert, Lauren; Kukulski, Melissa","Immediate skin-to-skin contact has been shown to provide many health benefits for mothers and their newborns, including increased breastfeeding success. Prevalence of exclusive breastfeeding in the world is currently only 37%, with few hospitals adopting measures to improve skin-to-skin contact (Agudelo et al, 2021). One major factor in determining the success of breastfeeding is providing skin-to-skin contact (SSC) with the mother as soon as possible following birth. There are numerous benefits of breastfeeding for both the newborn and the mother. For the newborn, breastmilk provides antibodies from the mother to help protect it from illness. It also lowers rates of infant mortality and morbidities. Breastfed babies are generally healthier throughout their lives and have less risk of developing chronic diseases such as cancer or diabetes. Breastfeeding also has many benefits for the mother as well, these include improved mental and physical health in the postpartum period, and lifelong health benefits such as lower risk of cancer, hypertension, diabetes, and cardiovascular disease (Cleveland Clinic, 2017). The impact of SSC on breastfeeding is not something that has been studied extensively in the past, therefore, few hospitals have adopted immediate SSC. The purpose of this research article is to determine if immediate skin to skin contact compared to early (but delayed) skin to skin contact, impacts the ability to breastfeed successfully in full term neonates. The independent variable being the skin-to-skin contact, the dependent variable being breastfeeding success. "
The Effectiveness of the Modified Valsalva Maneuver in Terminating Episodes of Supraventricular Tachycardia,"Morgan, Haley; Kukulski, Melissa","Vagal maneuvers have been used in the termination of supraventricular tachycardia (SVT) episodes. SVT is a common arrhythmia characterized by rapid heart rates which affect the upper chambers of the heart. These maneuvers act as a mechanism to slow the heart rate without medication or invasive procedures. SVT is prevalent across the lifespan, however, it is commonly seen in young women. This Evidence-Based Practice Brief aims to understand the efficacy of modified Valsalva maneuver compared to other interventions such as standard Valsalva maneuver, Carotid Sinus massage, and the head down deep breathing method in adult patients over the age of 18. The modified Valsalva maneuver has been suggested to be up to 2.5 times more effective than the traditionally used standard Valsalva maneuver (Abdulhamid et al., 2021). Thorough analysis of three primary research articles was done and there was evidence of higher efficacy in modified Valsalva maneuvers compared to the other maneuvers, however, due to inconsistent inclusion criteria and inadequate sample sizes in the studies, further research is needed in order to fully answer the PICOT question. The findings of this Brief can help to inform nurses on whether implementing the modified Valsalva maneuver should be first line treatment over other vagal maneuvers. "
The Effects of Patient-Centered Care Versus Usual Care on Patient Health and Safety,"Kennelly, Hunter; Kukulski, Melissa","Patient-centered care has a history of providing improved patient health and safety outcomes, yet controversy over how to define patient-centered care, as well as lacking evidence of long-term effects, produces hesitation of clinical implementation and suggests that this type of care requires further research analysis. The purpose of the following research analysis is to determine whether new, evidence-based practice protocols should be implemented regarding standardization of patient-centered care. The PICOT question relating to this review is: If nurses utilize person/ patient-centered care educational methods, compared to standardized/ usual treatment-specific methods, do patient health and safety outcomes improve? Three, independent randomized controlled trials (RCT) were assessed and included varying patient demographics, geographical region of subject population, length of study, patient medical diagnosis, and variations of nurse-led patient-centered care compared to usual methods of care determined by hospital protocol and physician standard operating procedure. Results of each RCT demonstrated statistical significance of improved patient outcomes for individuals diagnosed with chronic obstructive pulmonary disease (COPD) or congestive heart failure (CHF), acute coronary syndrome, or hypertensive nephropathy, indicated by P of 0.06, P < 0.001, and P < 0.008 respectively. Due to this mixture of variables and positive trends of positive outcomes in each study, research suggests that patient-centered care may be used for any population of patients within healthcare, and can be applied using numerous methods of nurse-led interventions. "
Pilot Study: A Preliminary Investigation into Bitterroots in Scratch Gravel,"Wohlers, Joseph; Almquist, Travis","Bitterroot (Lewisia rediviva) is the Montana state flower, and its populations are often a conservation concern. They require little moisture, and they are highly resilient to drought, disturbances, and fire. Recently, many habitats that are important for bitterroot populations have been exposed to increasing use by outdoor recreation such as mountain biking, disc golfing, and hiking. The Scratch Gravel Hills northwest of the Helena valley contains substantial bitterroot populations, but has also seen recent increases in recreational and ecological disturbances. The Bureau of Land Management is currently working on instating new recreational management in this area to preserve the state flower. The aim of this study was to evaluate the effects of disturbance on bitterroot population densities to help inform management decision-making. Two study areas were surveyed to evaluate the effect of disturbance on bitterroot populations. High-density foot traffic areas were compared to off-trail, non-traffic areas that represent natural site conditions. There was a significantly higher population density in the high disturbance recreational areas relative to the low disturbance natural areas. This pilot study should inform future research into the role of disturbance type, frequency, and severity and could be used in developing future management plans for multi-use conservation areas. "
What is Most Necessary to Improve the Human Condition? Choosing Integrity Despite Societal Pressure: St. Augustine Confessions & Virginia Woolf A Room of One’s Own,"Borzadek, Sofie; Street, Alex","In Confessions, by Saint Augustine, and A Room of One’s Own, by Virginia Woolf, both writers feel pressure from their societies to commit actions that go against their values or to fit into a mold that does not suit their beliefs. Augustine discusses his fall into sexual sin and his transformation to freedom through integrity found in God, while Woolf chooses to defy the societal roles placed on women through her works as a writer. These authors explore conditions under which they felt social pressure, and yet it was more beneficial for them to act in accordance with their own values. Both texts navigate the question of why it may be necessary to follow one's own integrity and reject society’s pressure, however, they seem to find different sources of integrity. The stylistic choice of both authors to write autobiographically reflects their desire to share with others the nature in which they were able to improve their condition. For Augustine, this was in the act of humility against his lustful and prideful past, while for Woolf it was finding her voice in a male-dominated society. "
"""In Countries, Discord:"" The Forming of Good and Just Human Societies","Jarman, Anna; Street, Alexander","Aristotle’s Nicomachean Ethics and Shakespeare’s King Lear explore the strength of human societies as founded upon individual relationships. For Aristotle, a society’s health depends on a certain degree of cohesion among the ruling elites. Without like-mindedness of purpose, a kind of political love, a country becomes divided against itself and cannot stand. In Shakespeare’s tragedy, we see the foolish King Lear abdicate his throne and attempt to pass the rule of Britain onto his daughters. However, from the start of the play there is clear division amongst the royal family, especially between Goneril, Regan, and Cordelia. As a result, we see confirmation of Aristotle’s principles concerning like-mindedness as the self-serving Goneril, Regan, and Edmund ultimately fail to establish any kind of strong kingdom in Britain. This presentation explores the relational roadblocks to forming human society as demonstrated in King Lear through the lens of Aristotle’s virtue ethics, as well as questioning the inevitability of a society's downfall. "
Sexual Inequality and The Adverse Impacts on Women,"Brewer, Amber; Dolan, Jamie; Roncalli, Elvira","Throughout history, women have experienced sexual inequality, and this continues to occur within today’s society. Gender inequality could be defined as men and women having different access to resources and power, causing unlike treatment. Sexual inequality could be defined in a variety of ways and I am going to focus on how women experience inequality in sexual interactions with men while also taking into account women’s condition of inequality is not limited to just this. These inequalities are credited to the societal gender norms that oppress women and have been widely tolerated by women, reinforced by society, and leave a negative impact on women. I will be focusing specifically on how the objectification of women, sex in heterosexual relationships, and slut-shaming and victim blaming are contributions to the harmful effects that sexual inequality has on women. "
Investigation of Nicotine’s Effect on Drosophila Melanogaster Motor Function and Aggression,"Nelson, Carrie; Normandeau, James; Otto-Hitt, Stefanie","Nicotine, a highly addictive chemical, is a common component of e-cigarette juice. Given e-cigarette popularity among teenagers and young adults, we decided to investigate the link between nicotine and behavior. Our project specifically investigated nicotine’s connection to Drosophila melanogaster (the common fruit fly) motor function and aggression. Previous studies have shown that nicotine results in increased acetylcholine release, which impacts the regulation of motor movement. Nicotine use also stimulates an increase in dopamine and serotonin, both of which are tied to aggressive behavior. We hypothesized that the higher the concentration of nicotine introduced to the D. melanogaster, the more motor function would decrease due to increased levels of acetylcholine. Furthermore, we hypothesized that as nicotine concentration increased, D. melanogaster would exhibit aggressive behavior faster. The results of our study showed a significant decrease in motor function between D. melanogaster controls and those treated with vaping fluid containing 0% and 1.2%. In our aggression assay, we found a significant decrease in the time it took for D. melanogaster exposed to any vaping fluid to display aggressive behavior. Overall, our findings show that exposure to vaping liquid with or without nicotine affects motor function and aggressive behavior in D. melanogaster. "
Changing Times: Translation and meaning in Sir Gawain and the Green Knight,"4) Wallis, Caleb; Graham, Loren","Despite its popularity in recent media, we know almost nothing about the author of Sir Gawain and the Green Knight, or of the context surrounding it. In fact, the entire poem is relatively new to us, only having been rediscovered in the 19th century. Despite this, however, it has managed to carve itself an almost irreplaceable quarter in Arthurian literature. We are enthralled by the poem’s imagery–visages of Mary’s Star, of that great, green rider haunting the narrative and Gawain himself–by its alliterative form, and by its hidden meanings; faith, chastity, chivalry. These concepts, combined with a lack of true “authority” over the poem, has created one of the English language’s most cherished and translated works of Medieval literature–yet, all of these translations have something different to say about the form, concepts, and even characters present in the narrative. Much of this difference stems from linguistic evolution on behalf of English. As the language evolved, so too did the ideologies of the people speaking it, leading to certain words developing multiple or entirely different connotations or meanings over the centuries. It is this evolution that I tackle in my presentation using both the original text and multiple modern translations. Through examination of Sir Gawain and the Green Knight’s classic language as filtered through translation, I aim to highlight how evolution of the English language has altered, or in some cases simply developed, our interpretations of the text. "
Yellowstone Airport RV Park Design,"Neth, Josh; Hall, Devon; Fischer, Gary","This presentation covers the design of a Recreational Vehicle (RV) park for Yellowstone Airport employees. Yellowstone Airport is located in West Yellowstone, Montana. The site location is on the airport property and the RV park design will be compliant with Federal Aviation Administration (FAA) regulations. The project engineering design will include features such as a new road, RV sites layout, water and wastewater systems, and electrical systems. These features will provide functioning RV sites with running water, electricity, and wastewater outlets. The intent of this project is to provide a design meeting the needs of the Yellowstone Airport and to comply with regulatory requirements for all project parameters. "
"Comparing the Recommended Protein Intake to the Actual Protein Intake Among Collegiate Athletes, a Systematic Review","Loveless, Sophie; Schafer, Gerald","Objective: To review current literature concerning actual protein intake and familiarity with recommended protein intake targets among collegiate athletes in order to maintain and optimize muscle mass. Methods: Literature was gathered through PubMed and Google Scholar and assessed for the recommended protein intake for collegiate athletes. Results: A majority of the literature stated that the recommended protein intake for a collegiate athlete is 1.4 to 2.0 g/kg/d. Overall, the average intake and awareness of the recommended amount of protein consumption were less than the recommended protein intake. Conclusions: The target protein intake of no more than 2.0 g/kg/d has shown promising results for collegiate athletes and their optimization of muscle mass. The conclusions of this review can be used to help college sports nutritionists to create awareness of the importance of adequate protein consumption in athletes. "
Postpartum Pelvic Floor Physiotherapy and Sexual Functioning,"Scofield, Lauren; Kukulski, Melissa; Burkholder, Stephanie","In the United States in 2020, there were 2,462,904 registered vaginal births, which equates to roughly 68% of the births in the U.S. that year (Osterman, 2022). Women experience a combination of physical, hormonal, and psychological changes with vaginal deliveries that impact female sexual functioning. Physical alterations to the pelvic floor muscles that occur during a vaginal delivery, such as hypotonicity and poor healing may have a large influence on postpartum sexual functioning (Pourkhiz, 2017). Pelvic floor muscle therapy (PFMT) is a subspecialty of physiotherapy that can be utilized to increase the strength of the pelvic muscles during the postpartum period and PFMT may be able to be utilized as a first-line therapy for postpartum sexual functioning. The purpose of this evidence-based practice review is to explore the impact of pelvic floor physiotherapy, or PFMT exercises, on sexual functioning in postpartum women, following a vaginal delivery. Nurses or other healthcare providers can use this information to facilitate the delivery of comprehensive education options to postpartum women upon hospital discharge. Inclusion of education about specific PFMT exercises and protocols can be reinforced by nursing staff and may provide a significant improvement to postpartum sexual self-efficacy and sexual functioning. "
Therapeutic Play and Anxiety in Hospitalized Children,"Hohmann, Heidi; Burkholder, Stephanie","COVID-19 pediatric hospitalization have risen significantly over the past few months with over 600 hospitalizations each day in the United States for children aged 0-17 (CDC, 2022). Hospitalization is a stressful time for children and their families: 1 in 10 hospitalized children experience anxiety and depression (Doupknik, 2019). To reduce the negative psychological impact that hospitalization has on children, therapeutic play may be the answer. Therapeutic play in the medical setting utilizes toys, drawings, tools, or videos to demonstrate a medical procedure to a child. This type of play allows children to communicate with themselves, family, and healthcare staff to process their emotions; thus, decreasing overall anxiety levels. The purpose of this study is to examine whether or not therapeutic play interventions would decrease anxiety in hospitalized school-aged children ages 6-12 years. "
