title,author,abstract
The Effect of Music Therapy on Preterm Infants’ Neurodevelopment,"Kemp, Phoebe; Hynson, Kira; Bubb, Nicholas; Hogue, Meagan","Preterm infants can suffer a decrease in neurodevelopment because of the lack of time they have in the womb to develop fully. A preterm infant is defined as any baby born before 37 weeks of gestation (World Health Organization, 2022). Compared to an infant born at full term, preterm infants can suffer from an increased risk of mortality and neurological deficits that extend throughout their lives (Woythaler, 2019). According to the CDC (n.d.), in the United States one out of every 10 babies are born preterm and thus the issue of decreased neurodevelopment is prominent. One key area of development that is diminished, due to preterm birth, is in the brain. Neurodevelopment is the process in which neurons and synaptic connections form to construct an individual’s ability to learn, focus, make decisions, and socialize, etc. (Oliphant & Lu, 2020). The purpose of this Evidence-Based Practice review is to examine the effect that music therapy has on the neurodevelopment of preterm infants. Nurses or other healthcare providers can use this information as an intervention to promote and improve the neurodevelopment and functional brain activity of preterm infants during their stay in the hospital and as a recommendation to parents beyond their hospital stay. "
Aromatherapy Effects on Postoperative Pain Management,"Mork, Hannah; Anderson, Echo; Hill, Elias; Hogue, Meagan","A large part of postoperative care revolves around pain management for the patient. Pain is a subjective experience, meaning it varies greatly from patient to patient. This requires nurses to have various methods of pain control available to meet the diverse needs of patients. Inadequate pain management in the postoperative phase of care can lead to slower recovery, adverse physiologic and psychologic effects, trauma for the patient, and can lead to worse patient outcomes overall (Horn & Kramer, 2022). Whether it is through pharmacologic or nonpharmacologic methods, all patients have a right to adequate pain management. Complementary therapies are a way for patients to ease their pain. The purpose of this evidence-based practice review is to examine how the use of aromatherapy as an adjunct to pharmacological pain management will affect pain control in postoperative patients. For the purpose of this research, aromatherapy is defined as the therapeutic use of essential oils distilled from plants (Venes, 2021). The outcome of this review will provide healthcare providers with information regarding the efficacy of alternative pain management in order to explore methods to provide patients with better pain control. In turn, this will allow nurses and other healthcare providers to better facilitate recovery for patients in the postoperative period and improve their postoperative outcomes. "
Childhood Trauma and Major Depression in Adulthood,"George, Sophie; Hogue, Meagan; Lewis, Melissa","Childhood trauma and major depression in adulthood are pressing issues in the United States today. High adverse childhood experiences scores (ACEs) are prevalent – one in six adults in the United States reported experiencing four or more types of ACEs in their lifetime when surveyed in November 2019 (Centers for Disease Control and Prevention [CDC], 2019). Depression is also a widespread and common disorder – the 2020 National Survey on Drug Use and Health found that 21 million adults 18 or older in the United States had at least one major depressive episode in 2020, representing 8.4% of adults in the United States (National Institute of Mental Health, 2022b). The ACEs Questionnaire is a 10-question scoring system that measures trauma before the age of 18 – it asks questions related to emotional or sexual abuse, substance use within the home, death, divorce, a parent who is incarcerated, and more. The Childhood Maltreatment (CM) scoring system operates similarly, giving a score of 0 to 20, with higher scores reflecting greater severity of maltreatment. Due to the high incidence of both childhood trauma and major depression in adults, it is relevant to ask if the two are positively correlated; the purpose of this evidence-based practice review is to better understand the relationship between childhood trauma and major depression in adulthood. Nurses and other healthcare professionals can use this information to provide trauma-informed care to psychiatric patients and any patient with coexisting psychiatric conditions. "
Music Therapy and Pain Relief in the Stages of Labor,"Kohler, Sophia; Hert, Mikayla; Bourekis, Maria; Hogue, Meagan","The intrapartum period is said to be one of the most painful experiences a woman may have and is highly individualized. Pain control is a major concern for the healthcare team, and there are several studies for pain management including nonpharmacological methods such as music therapy. According to Buglione et al. (2020), the use of epidural anesthesia is more effective in reducing pain during labor but increases the risk of an operative vaginal delivery or cesarean section. Therefore, an approach such as music therapy for pain relief is a goal for nurses (Buglione et al., 2020). The music therapy discussed within these studies included listening to an array of musical audio during the birthing process. The intrapartum period as it relates to this systematic review is defined as “occurring or provided during the act of birth” (Merriam-Webster, n.d., para. 1). The purpose of this Evidence-Based Practice project is to examine the relationship between music therapy and pain during the intrapartum period. Several studies have shown that music therapy is effective in reducing painful stimuli and anxiety levels, both psychologically and physiologically. According to McCaffery et al. (2020), fifteen studies reported evidential results that support the hypothesis that music reduces pain during and after labor (McCaffery et al., 2020). By implementing this simple, non-pharmacological intervention, healthcare providers can use this information to reduce pain ratings during the stages of labor. "
"Mindfulness, Nursing Practice, & Pain","Chan, Mitchell; Brosnan, Maria; Lewis, Melissa","Pain control is a significant public health concern that permeates through all demographics & diseases. Almost two-thirds of primary providers’ patients report pain, while a third of emergency department visits are due to pain (Hoffman & Sullivan, 2020). There are a deluge of therapies to slake the bite of pain, both pharmacological & nonpharmacological in nature. Psychotherapy is a subdivision of the nonpharmacological adjuncts to pain control, including a growing body of research on mindfulness-based interventions (MBI). These interventions drove the creation of the research question featured in this evidence-based practice brief: For patients experiencing pain, do mindfulness-based interventions when compared to non-mindfulness interventions reduce a patient’s reported pain? Mindfulness is described by Bishop et al. (2004) as a focus on present experiences to increase one’s awareness of their thoughts & sensations, in addition to an open-minded predisposition towards the present experience. MBIs in the context of this review are self-administered interventions that can be done independently, using pre-recorded audio to guide mindfulness practice or an application with exercises in mindfulness. This brief quantified pain using a numerical scale, although the authors often used additional inventories to measure psychological health. The purpose of this evidenced-based practice brief is to investigate the potential of MBIs in pain control. Nurses & their team can utilize this category of interventions to promote patient choice & involvement in the management of pain, in addition to potentially reducing their stress. MBIs offer an additional noninvasive therapy to patients, which can be titrated by them. "
End-of-Life Care: Does Knowledge of Care impact Quality of Care,"Snow, Kathleen; Lewis, Melissa; Brosnan, Maria","End of Life Care (EOLC) is a common need among elderly and terminally ill patients. Currently, one in 10 patients in the ICU (Intensive Care Unit) are elderly (over age 65-years-old), and 4 in 10 adults have two or more chronic diseases or illnesses. Half of these individuals will die in a hospital or long-term care setting. Both populations are expected to grow at exponential rates over the next 30 years. Coupled with nursing shortages currently leaving ICU ratios of 1:4, the quality of EOLC is in jeopardy of suffering. ICU nurses provide EOLC regularly. However, a lack of knowledge of what quality EOLC is can have negative repercussions on the patient and families. This means that instead of approaching a patient as a list of terminal illnesses, they can approach them as a human experiencing the end of their life. This is a pivotal moment for someone passing on, as well as for their family dealing with this loss. The purpose of this Evidence-Based Practice review is to determine if a knowledge of EOLC has an impact on the quality of EOLC given by ICU nurses. It is thought that quality EOLC can come only with experience. However, continuing education can provide caregivers with necessary skills to assist EOLC patients in the ICU. Nurses and other healthcare providers can use this information to include advanced directives, communicate openly with patients and families, and keep care team members on the same page, limiting obstacles to quality EOLC. "
Estimating the Temperature of Solar Flares from X-Ray Emission Data,"Johnson, Max; Cline, Kelly","Solar flares are large eruptions of electromagnetic radiation caused primarily by instabilities in the sun’s magnetic field. They are an area of significant interest in solar physics as they provide information about the composition and magnetic nature of the sun. The influx of radiation from particularly powerful flares can also cause radio blackouts on Earth, further increasing their relevance. Solar flares emit a wide range of electromagnetic wavelengths, including significant x-ray radiation. The NASA Geostationary Operational Environmental Satellite (GOES) network continuously collects measurements of the sun’s x-ray emissions, including during solar flares, via a pair of instruments. These two instruments are known as the “short” and “long” channels of the GOES X-Ray Sensors (XRS). The internal specifications of these instruments along with a solar flare model can be used to calculate a numerical value for the response of each instrument as a function of temperature of the solar flare. The short and long channels of GOES XRS demonstrate consistently different but comparable responses for a given range of temperatures. By comparing the ratio of the responses to each other, it can be shown that given ratios of responses correspond to temperatures of solar flares. "
Effects of COVID-19 on Student Achievement,"Ramirez, Rosalina; Boese, Courtney; Arnold, Mekenzie; Edwards, Trinity; Gilboy, Kathy","Our research project is a meta-analysis of findings throughout the world on the effects of COVID-19 and distance learning for students of all ages. Effect categories included, but were not limited to, self-efficacy, social connectedness, mental health, and academic achievement. Many of these studies surveyed students’ first-hand experiences of learning before the pandemic, during the lockdown, and after distance and hybrid learning was implemented. Students surveyed were of all ages, from preschool through college. The vast majority of the experiences reported were overwhelmingly negative in all categories. As students began to move back into in-person learning the negative effects they felt on their productivity and motivation continued. This led us to conclude that the effects of COVID-19 made a significant impact on students socially, mentally, and educationally. These effects need to be recognized by teachers and administrators, as they will impact classrooms worldwide for the foreseeable future. "
How to Incorporate the History of Mathematics into Secondary Classrooms,"Ryan, Rachel; Fasteen, Jodi","Students learn mathematics better when they are excited about the subject and engaged during class time. One way to promote student engagement in math classes is to teach topics in the context they were discovered. In this presentation, several topics included in middle school and high school math curriculum will be shared in their historical context. Topics include the Pythagorean brotherhood, the controversy of the number zero and irrational numbers, how algebra originated, the debates on calculus, China and India’s contributions, and how symbols were developed to represent numbers. "
Determining Musical Genre,"Bonar, Catherine; Fasteen, Jodi","For decades, artists have been creating new styles of music and different genres based upon different inspirations. Artists are continually asked “who has inspired you?” or “what has influenced your music?” Using a dataset filled with this information about different artists and their influences, we have worked to create a predictive model that determines just how closely correlated a follower’s music is to their muse. We also used additional information about specific songs from various artists to help in our process. From keys to tempo, all songs have numeric and categorical ways that they can be quantified. Using the different numeric characteristics of music, we have found a way to predict what genre a song will fall into. Using these predictions, and understanding the numeric values of different genres, we can observe how current artists have either stayed or strayed from their influencers. "
Radium Ranch Septic Design for Subdivision Review,"Linn, Maya; Fischer, Gary","This project focuses on the design of on-site water and wastewater systems for a small subdivision located in Butte Silver Bow County. The 122 acre property will be split into five parcels, each of different sizes and characteristics. Our team was tasked with complying with several regulatory standards and agencies while also working to satisfy the clients needs in terms of property layout. The overall goal of this project is to design for a septic system on each of the five subdivided lots so that the client can receive a permit compliant with the subdivision review process. In our presentation, we will discuss the level of septic treatment needed at each site, the layout and design of septic tanks and their drain fields, along with a final engineering cost estimate for the project. "
East Helena Wastewater Nitrogen Study,"Burgess, Matthew; Sassano, Colin; Powell, Stephen; Fischer, Gary","The City of East Helena is experiencing rapid growth within the City limits. As the population continues to grow, the Wastewater Treatment Plant (WWTP) will see an increased load. All wastewater plants around the state are given a discharge permit that depends on a variety of factors including where the treated effluent is discharged. In East Helena’s case, they are discharging into a small stream called Prickly Pear Creek. Smaller streams require more treatment because there is less dilution capacity. While the City has not yet violated their permit, continued growth in the area and increased loads on the plant will require a better treatment process than is currently being utilized. Our goal is to design a solution to improve the treatment efficiency for removing Nitrogen in the East Helena WWTP to prevent Nitrogen levels in Prickly Pear Creek from exceeding the limit. In our presentation, we will describe why we chose to convert the current aeration basin to a Modified Ludzack-Ettinger (MLE) process, the current site conditions, gathered data, design criteria and constraints, environmental and societal impacts, cost estimate, and required permitting. The MLE process will create two separate zones, anoxic and aerobic, to facilitate the removal of nitrogen in the water. "
Investigation into the Predominant Pathway by which Ashwagandha Increases Testosterone,"Held, Benjamin; Romney, Kaiden; Sheafor, Brandon","Ashwagandha is an herb native to Asia and Africa that has received much attention in recent years for its “heal-all” abilities. Advocates of the root claim that it relieves stress and anxiety, lowers blood sugar, increases muscle performance, boosts sexual hormones, improves focus and memory, increases heart health, and may even have clinical applications in cancer treatment. Although a fair amount of research has been performed on the effects of ashwagandha, little is known about the mechanism by which it boosts testosterone and subsequently increases muscular performance. The object of this experiment is to determine whether or not luteinizing hormone (LH) is the predominant pathway by which testosterone is increased. Ashwagandha may promote the release of gonadotropin-releasing hormone (GnRH) from the hypothalamus, which in turn promotes the release of LH from the pituitary gland to stimulate testosterone production. To test this, three experimental groups of frogs will be given one of the following treatments: 1.) control (no chemical exposure), 2.) exposure to GnRH, 3.) exposure to ashwagandha extract. At the end of the treatment period, all frogs will be evaluated for LH and testosterone concentrations in plasma and urine. If ashwagandha does increase testosterone primarily through the LH pathway, then the concentration ratio of LH to testosterone should be equivalent between the GnRH treatment group and the ashwagandha treatment group. If an equivalent ratio is not detected, more research will be required to determine by which alternative physiological pathway ashwagandha increases testosterone. "
Investigating the Potential for Antidepressant-Induced Worsening of Depression in the C. elegans Model System,"McEuen, Katherine; Radosevich, Timothy; Sheafor, Brandon","In 2018, over 70.9 million antidepressant items were prescribed, with about 9.5% of adult Americans struggling with some form of depression each year. An effective and widely used class of drugs to combat depression symptoms are selective serotonin reuptake inhibitors (SSRIs). Unfortunately, the most prescribed SSRIs, fluoxetine (under the brand name Prozac), can induce considerable side effects. According to the national library of medicine, 30.4% of patients who take the common SSRI fluoxetine will develop acute worsening of depression (Ungvari et al., 2019). These symptoms may manifest as fatigue, reduced sexual drive, and/or decreased metabolic rate. While research has been performed on worsening depression due to SSRIs in humans, it is unclear whether the cause is psychological or pharmacological due to biases with self-reporting. We will use hermaphroditic Caenorhabditis elegans as a model organism because they have serotonin receptors similar to those found in humans. We will expose C. elegans to fluoxetine and perform several behavioral and physiological tests to assess symptoms of depression. These exams will evaluate heart rate (a general indicator of baseline health), reproductive drive, and responses to stress and external stimuli. Each test was selected from the DSM-5 criteria for Major Depressive Disorder in humans. If C. elegans develop the aforementioned symptoms, we can conclude fluoxetine intake manifests in physiological reactions. If few to none of the symptoms are present, it would indicate that the depression with fluoxetine is more psychologically than physiologically based. "
Characterizing Microbial Communities among the Berkeley Pit Water Filtration System,"Held, Benjamin; Beck, Ashley","Once called the “richest hill on earth”, the Berkeley Pit copper mine in Butte, Montana is now a deadly Federal Superfund site. A treatment plant was opened in 2019 to purify and polish water from the Pit for reintroduction to local waterways. Once water is treated for toxic and heavy metals, the purified water is introduced into Silver Bow Creek, just below the Pit. Purification efforts have been successful in removing toxic materials, but no research has been done on microbial communities. To investigate microbial diversity, water samples were taken from nine sites in and around Butte including: the Berkeley Pit; the water treatment plant; the purified water introduction site; stream locations up to 10 miles west of Butte. The microbiome of each site was characterized through Nanopore 16S gene sequencing, and community composition was compared across sites. Notable results include a high concentration of Acidobacteria found only in the Berkeley Pit, a Bacteroidetes presence in all sites but the Pit, and an increasing concentration of Proteobacteria with distance from the purified water introduction site. This research presents an initial survey of microbial diversity as an indicator of ecosystem health in our invaluable water sources. "
The Effects of Fun on Executive Functioning,"Bradt, Katie; Kastner, Kaden; Honzel, Nikki","Few studies in neuroscience have studied the effect of “fun” on the brain. Therefore, the current study investigated the connection between fun and executive functioning using EEG recordings. Forty undergraduate students participated in the study. Fifteen participants played jenga with a friend of their choice, rated their level of fun on a scale of one to six, and then underwent a computerized task to measure levels of executive functioning using EEG recordings. Previous studies found that playing games with a friend significantly increases levels of self-perceived fun, compared to completing tasks alone (Reis et al., 2017). To compare the effect of fun, the control group consisted of twenty-five participants. In the control group, participants were asked to complete questionnaires prior to completing the EEG task. The total amount of time completing the study was similar between groups. The EEG data will be segmented to specific neurological components that reflect aspects of cognitive functioning, such as attention and memory. The current data analysis focused on two specific peaks, N2 and P3. The two peaks correspond to conflict detection and response inhibition, respectively (Shi, 2022). Physiologically, anger and excitement can be similar (Schacter, 1964). Previous studies have found reduced N2 and increased P3 responses in individuals that score higher on an anger trait (Liu et al., 2015). Therefore, it is hypothesized that participants in the fun group will have larger P3 and smaller N2 amplitudes compared to the non-fun group (Dierolf et al., 2017; Liu et al., 2015; Xia et al., 2020). "
Seasonal Changes to Developing Insecticide Resistance in Mosquito Vector Species in Montana.,"Jones, Amber; Hokit, Grant","Insecticide resistance (IR) in mosquitos is becoming increasingly important to monitor in order to protect the health of humans and other animals. This is necessary for public health because mosquito-borne diseases continue to persist all over the world, despite the efforts to mitigate possible vectors. The development of IR may be why there has been failure with control attempts. The purpose of this research was to determine the effect of several common insecticides including chlorpyrifos, naled, and permethrin on the mechanism of resistance among several species of mosquitoes across Montana. It was hypothesized that mortality rates in mosquitoes exposed to each insecticide would decrease over the eight weeks of experimentation. To test this hypothesis, surveillance sites that were dominated by one species were selected for IR testing. Four bottles were coated with prepared CDC recommended concentrations of each insecticide, while the control bottles were coated in acetone. After the bottles were air-dried for at least 60 minutes, the mosquitoes were introduced using a standard mouth aspirator. The number of mosquitoes were counted upon introduction, and then at specific time increments up to 120 minutes. Each mosquito exposed to insecticides were speciated, and the mortality was calculated. This protocol was repeated over the 8 weeks of the study. The results suggest that there is evidence of developing resistance of the insecticides tested, but further study is needed to determine the pathway of resistance. "
"The Potential for DEM, DEF, or PBO as an Enzymatic Pathway for Resistance to Chlorpyrifos in Aedes vexans","Anselmo, Belle; Hokit, Grant","Mosquito resistance to insecticides is an emerging issue, as increased resistance means less methods of population control. Previous research has shown developing and established resistance in Aedes vexans to the insecticide chlorpyrifos. Mosquitoes can carry many vector-borne diseases such as Zika virus, West Nile virus, and malaria. A key aspect in preventing the transmission of these diseases is using effective insecticides. As insecticide resistance in mosquitoes continues to emerge, understanding the enzymatic pathways behind this resistance is critical. Potential enzymatic pathways could involve the inhibitors diethyl maleate (DEM), S,S,S-tributyl phosphorotrithioate (DEF), or piperonyl butoxide (PBO). Mosquitoes were trapped from various collection sites, and CDC bottle bioassay guidelines were followed for exposure of mosquitoes to one of three inhibitors. After this exposure, mosquitos were separated into a control bottle or a bottle coated with chlorpyrifos. The number of dead individuals were counted at regular intervals, and percent mortality was calculated and compared to the established diagnostic time of death for Aedes exposed to chlorpyrifos. It is anticipated that if the activity of a specified enzyme plays a role in resistance, exposure to the respective inhibitor will prevent this enzymatic pathway and mosquitoes will have an increased mortality rate. Simulation analysis will be used to analyze both the impact of exposure to chlorpyrifos and exposure to DEM, DEF, or PBO. If this mathematical analysis reveals a significant impact of inhibitor exposure on mortality rate, further assays could be performed to examine the extent of this pathway across species. "
Spatiotemporal Modeling of Microbial Community Interactions,"Short, Samantha; Beck, Ashley","Bacterial communities are essential to plant growth and development; soil microbes can colonize roots and enter into symbiosis with plants, exchanging nutrients and protecting against pathogens. Relatively little is understood about the mechanisms that shape bacterial communities and govern plant-microbe interactions. Environmental conditions, such as plant hosts, soil nutrient conditions, pH, and temperature, influence species' metabolic responses and resulting interspecies interactions as a function of both space and time. Cooperation or competition between bacterial species is likely affected by both their metabolic capabilities and the heterogeneous micro-niches within plant roots. These interactions are very difficult to dissect experimentally, and modeling provides a great tool to develop hypotheses about interactions. This study investigates the utility of the Computation of Microbial Ecosystems in Time and Space (COMETs) software for spatiotemporal metabolic modeling to predict bacterial metabolic and growth responses in simulated environments for seven key bacteria associated with maize roots. "
Characterizing Nitrogen and Aquatic Microbial Communities Across Montana,"Keil-Hoye, Serena; Bold, Katherine; Beck, Ashley","As water is becoming an extremely scarce and precious resource, it is integral to understand the relationship between Montana’s water resources and the effects of nitrogen on water quality. This experiment aims to characterize the relationship between microbial communities and nitrogen levels in natural and man-made water bodies across Central and NorthWest Montana. We expect the higher levels of nitrogen to correlate to more harmful bacteria in the water and for there to be more nitrogen in man-made bodies of water than in natural bodies of water. Water samples were collected during March and October 2022 from eight locations for chemical analysis, and sediment samples were also collected in October for microbial analysis. Genomic DNA was extracted from the sediment samples, followed by PCR amplification of the 16S gene and Nanopore sequencing to determine the relative composition of bacterial groups in each sampling location. Nitrate and nitrite levels were determined by Energy Labs (Helena, Montana) and correlated with bacterial community composition. Here we present findings on patterns of microbial communities across Montana water sources in relation to nitrogen levels to address the increased concerns regarding the quality of our water sources. "
Investigating the Efficacy of Disinfectants to Minimize Common Bacterial Contamination in Laboratories,"Wald, Elliot; Lepage, June; Beck, Ashley","Maintaining laboratory safety requires an understanding of how to properly disinfect biological contaminations. Carroll College labs often work with common bacterial strains that need proper handling and effective disinfection in the event of contamination. Disinfectants vary in their ability to maintain a clean lab environment. This project compares the effectiveness of Vesphene III-se and bleach to disinfect some of the most common bacteria used in Carroll labs: Bacillus subtillis, Staphylococcus epidermidis, and Pseudomonas aeruginosa. The standard concentrations of Vesphene and bleach were tested with contact times of 5, 10, and 20 minutes. Cultures were incubated with the disinfectant, diluted, and plated. The viable bacteria were counted after treatment to determine the effectiveness of the disinfectant. We will present findings on the correlation between contact times and bacterial viability for different disinfectant concentrations. Our results will help update Carroll’s biological contamination protocol, to optimize safety and efficiency in Carroll labs. "
Time Course of Metabolic Shifts in Cartilage Explants Exposed to Short-Term Simulated Microgravity,"Houske, Eden; Chapman, Marrin; Bourekis, Kiki; Hahn, Alyssa","Evidence suggests that abnormal mechanical loading leads to an imbalance in chondrocyte metabolism that results in cartilage degeneration – a hallmark of osteoarthritis (OA). Microgravity exposure in space reduces mechanical loads, potentially leading to increased catabolic activity of chondrocytes and the development of OA. This study aimed to assess how chondrocyte metabolism is altered in response to simulated microgravity (SM) exposure to gain insight into the mechanisms responsible for cartilage degeneration in reduced-loading environments. Healthy post-mortem human cartilage explants were exposed to SM for 1 or 4 days using a Rotating Wall Vessel (RWV) bioreactor with the remaining control explants exposed to normal gravitational forces. A subset of the control and SM explants were analyzed for cell viability by staining and measuring relative fluorescence units. Metabolites were extracted from explants and surrounding media and data were generated by liquid chromatography-mass spectrometry. Pathways upregulated in response to SM include pyrimidine, amino acid, and sugar metabolism which may be suggestive of extracellular matrix remodeling. Changes in metabolites secreted from explants into the surrounding media mapped to lysine and vitamin E metabolism. These have been previously detected in human synovial fluid from osteoarthritic donors, suggesting that even short-term SM exposure may induce metabolic shifts similar to that of early OA. Notably, this is the first study to map global metabolic changes in cartilage in response to short-term SM exposure to gain insight into the risk of developing OA post-spaceflight. "
Generation of Global Metabolomic Profiles of Normal and ADPKD Renal Epithelial Cells Exposed to Fluid Flow-Induced Shear Stress,"Goulet, Elaina; Ward, Michael; Hahn, Alyssa","Autosomal Dominant Polycystic Kidney Disease (ADPKD) is a hereditary disease that is the 4th leading cause of renal replacement and failure worldwide. The disease has been linked to mutations of polycystins 1 and 2 in primary cilia in renal epithelial cells under fluid flow shear stress. Cellular pathways become altered due to impaired mechanotransduction, ultimately leading to the formation of renal cysts. The goal of this study was to characterize the metabolic response of ADPKD cell lines under fluid flow-induced shear stress in comparison to healthy renal epithelial cells under static controls. ADPKD cell lines (WT 9-7 and WT 9-12) and healthy renal epithelial cell lines (HK-2) were cultured and exposed to either fluid flow or static conditions and metabolites were extracted for LC-MS analysis. ADPKD cell lines exhibited metabolic changes in response to fluid flow-induced shear stress in comparison to healthy renal epithelial cells, suggestive of dysfunctional mechanotransduction. There were also differences between the two ADPKD cell lines, suggestive of cells being affected differently. This study provides a greater understanding of metabolism in ADPKD pathogenesis for the identification of potential drug targets to slow or ameliorate disease. "
Staphylococcus aureus Indicator,"Crichton, Juliette; Breit, Julianna; Chennai, Oviya; Lieberg, Jaedon; Kuga, Kylie; Rowley, John","The long-range objective of this research is to develop a chemical method to detect Staphylococcus aureus (S. aureus). Herein we assess the viability of using the controlled emission and quenching of fluorescent dyes as that chemical detection method. One of the major extracellular proteases produced by S. aureus is the V8 protease which cleaves peptide bonds connected to glutamic acid. When the V8 protease cleaves the dye-quenching glutamic acid from the dye-tagged amino acid chain, the remaining poorly-quenching amino acid will allow the dye to fluoresce, indicating the presence of S. aureus. Preliminary fluorescence quenching of 2’7 dichlorofluorescein (2’7 DCF) was performed using Stern-Volmer analysis to assess the viability of a fluorophore-quencher/peptide compound. Irrespective of pH, the fluorescence of 2’7 DCF was strongly quenched by glutamic acid with a quenching constant of 37.04. The fluorescence of 2’7 DCF was weakly quenched by amino acids alanine, proline, and glycine with quenching constants of 1.24, 1.28, and 1.27 respectively. Using this quenching behavior, we propose the synthesis of a fluorophore-quencher/peptide compound in which the 2’7 DCF is covalently bound to a weakly quenching peptide chain containing glutamic acid. "
Activation Energy of Enzyme and Non-Enzyme Catalyzed Reactions,"Ayers, Kaitlynn; Abernathy, Natalie; Gannon, Sydney; Moseley, Marie; Rowley, John","The goal of this research was to compare the activation energy and rate constants of an enzyme catalyzed and a non-enzyme catalyzed hydrolysis reaction at different temperatures. NaOH was used as the non-enzyme catalyst and esterase was used as the enzyme catalyst. Using UV-Vis Spectroscopy, the catalyzed transformation from p-nitrophenylacetate to p-nitrophenol was observed. It was found through curve-fit analysis that the rate constants for both were temperature dependent. Arrhenius analysis utilizing these constants determined activation energies of 57.53 kJ/mol for the esterase and 58.02 kJ/mol for NaOH. These results suggest enzyme catalyzed reactions have a lower activation energy and therefore a faster rate of reaction than non-enzyme catalyzed reactions. "
Photoinitiated Site Specific Drug Release,"Schaan, Mandy; Short, Sam; Hurst, Alyssa; Wimmer, Peyton; Rowley, John",No abstract
Metal-oxide Photovoltaic Cells Synthesized using Materials Abundant in the Martian Regolith,"Radosevich, Timothy; Bailey, Marguerite; Wald, Elliot; Rowley, John","Solar cells were fabricated from iron containing minerals that are expected to be similar to those found in the Martian regolith: specular hematite, oolitic hematite, and hematite concretions. The solar cells were fabricated by electrophoretic deposition or drop casting of hematite nano-/micro-particles onto a fluorine-doped tin oxide substrate (FTO). Samples were tested in a wet cell configuration with a 0.5 M NaI and 0.05 M I2 redox mediator, a 0.1 M tetrabutylammonium hexafluorophosphate (TBAPF6) supporting electrolyte, an acetonitrile solvent, and a platinum (Pt) counter electrode. Current-Potential (iP) curves were obtained under 1 sun (0.5 AMU at 100 mW/cm2) of white light illumination. Specular hematite generated the highest power output of 3.5 μW/cm2 yielding a power conversion efficiency of 4.6x10-3%. Wavelength dependent solar cell efficiency was also characterized using incident photon conversion efficiency (IPCE) spectra, sample composition characterized using X-ray diffraction (XRD) spectra, and surface morphology characterized using scanning electron microscopy (SEM). Preliminary results with electrolyte-free hematite solar cells will be discussed. "
MT Tech Mountain Bike Skills Park,"Harken, Carson; Burns, Nathan; Colgan, Aidan; Fischer, Gary","This senior civil engineering design project is focused on upgrading the existing Mountain Bike Skills Park at Montana Technical University in Butte, MT. Given the lack of existing data, this project poses a particular challenge to develop baseline surfaces for design. This project seeks to create a design that provides an excellent opportunity for outdoor recreation and exercise. We will include in our presentation a summary of all aspects of our project, including how we gathered topographic/survey data and property boundary information, designed a mountain bike course incorporating all skill levels, created engineering details for course features, improved signage, provided area-wide drawings that show connections or potential connections of other nearby biking opportunities, and created construction drawings and technical specifications for the proposed park upgrades. "
Wausau Supply Parking Lot Design,"Gottwals, Van; Schake, Drake; Mancini, Ethan; Fischer, Gary","A location for a new Wausau Supply warehouse to be built has been proposed just outside Butte, Montana. Using provided survey data, geotechnical data, and Computer Aided Drafting (CAD) tools, we designed the site layout for a parking lot for the proposed building. We designed the parking lot and loading area in accordance with local county regulations using the American Association of State Highway and Traffic Officials Guide for Design of Pavement Structures assuming heavy loadings from the warehouse. We also considered the required drainage for the structures on site and designed a retention pond accordingly. Plans are drafted to complete construction along with all technical specifications. "
Study of a Diene / Dienophile System for Quantitative Determination of Activation Parameters for the Ruthenium-Sandwich Complex Acceleration of Diels-Alder Reaction,"Ackerman, Sebastian; Hitt, David","The Diels-Alder reaction involves two organic compounds possessing π systems, a diene and a dienophile, to form a 6-membered ring with a carbon-carbon π bond. Primarily used as a synthetic tool to create various medicinal compounds, Diels-Alder reactions can proceed at a reasonable rate by attaching an electron-withdrawing group (EWG) to the dienophile. Previous research by Carroll students in Dr. Hitt’s research program have shown (h5-cyclopentadienyl)ruthenium(II)(h6-aryl) substituents, [CpRu(h6-aryl)+], to be an effective EWG by facilitating the reaction of ethyl trans-cinnamate and 2,3-dimethyl-1,3-butadiene. For example, reacting [CpRu(h6-ethyl trans-cinnamate)]PF6 with 2,3-dimethyl-1,3-butadiene affords DA adduct under reflux conditions with nitromethane while reacting ethyl trans­-cinnamate with 2,3-dimethyl-1,3-butadiene afforded no product after 8 days of reflux. More detailed kinetic studies of the reaction, however, are hampered by the volatility of 2,3-dimethyl-1,3-butadiene which makes it difficult to control solute concentration. As a remedy, anthracene has been identified as a possible replacement as it is a crystalline, non-volatile solid at room temperature thus making its concentration easier to maintain under the high temperature reaction conditions. Herein, we report on our progress of using anthracene as a diene and [CpRu(h6 -ethyl trans-cinnamate)]PF6 as a dienophile. "
